Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
18,,,,,,,,,,,o, ,o, 
19,6.4,13,3,1017.3,78,0,10,14.4,24.1,-, , , , 
20,9.7,15.5,6,1013.3,69,0,11.4,12,25.9,-, , , , 
21,9.7,13.7,7,1005,69,0.76,12.1,17,29.4,-, , , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,,o, , , 
25,9.8,15,6.6,1021.6,80,9.91,10.3,12.8,25.9,-, , , , 
26,11.9,19,6,1020.5,66,2.03,16.3,14.3,29.4,-, , , , 
27,14.2,16,10.6,1017.8,50,0,12.2,19.1,33.5,-, , , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,, , , , 
31,13,20,7,1020.5,70,0,16.3,18.5,31.7,-, , , , 
1,16,21,11,1019.7,54,0,15,23.5,35.2,-, , , , 
2,14.2,21,10,1020.1,64,0,15,18,33.5,-, , , , 
3,13.9,22,9.3,1021.8,72,0,14,15.2,20.6,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, , , 
7,15.1,21,10,1019.8,78,2.03,10,13.3,22.2,-, , , , 
8,10.3,14,7,1016.9,83,0,7.9,20.6,29.4,61.1,o, ,o, 
9,9.5,13,6.9,1018.6,83,25.91,9.3,17.2,24.1,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,18.6,27,11.8,1013.8,45,0,13.4,18.3,29.4,-, , , , 
14,13.7,19,9,1023.1,80,0,11.7,12.8,18.7,-, , , , 
15,11.1,16.7,7.5,1029,89,0,10.1,12.2,20.6,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , ,o
18,,,,,,,,,,, , , , 
19,11.7,18,7,1022.3,83,0,8,10.9,20.6,-, , , , 
20,11.7,16,7.5,1023.6,88,0,8,12.4,18.7,-, , , , 
21,13.9,16,12,1023.5,86,0,7.9,8,14.8,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,,o, , , 
25,11.8,14,10,1018.2,88,5.08,7.1,9.4,18.3,-,o, , , 
26,11.5,15,8,1021.8,83,4.06,9.2,10.4,14.8,-,o, , , 
27,11.8,19,6.6,1019.2,80,0.51,10,15.2,27.8,-, , , , 
28,,,,,,,,,,, , , , 
1,13.1,19,8,1020.6,82,0,8.2,14.4,22.2,-, , , , 
2,13.4,18,9,1020.1,84,0,10,12.4,22.2,-, , , , 
3,15.6,22,9.5,1011.9,65,0,12.1,14.6,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,, , , , 
7,16.8,22,10.5,1021.3,42,0,11.9,13.1,24.1,-, , , , 
8,15,18,10.5,1025.2,67,0,12.9,10.6,16.5,-, , , , 
9,13.9,19,9.5,1026.1,77,0,13.2,15.7,24.1,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,15.3,18,12.7,1015.1,88,0,6.9,9.6,13,-, , , , 
14,16.2,19,14.5,1022.4,87,0,7.1,11.3,18.7,-, , , , 
15,15.9,19,14,1022.4,82,0,8.2,17.6,27.8,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,13.7,19.2,8,1018.6,67,0,12.6,15.2,27.8,-, , , , 
20,13.3,19,8.6,1014.1,71,0,10.8,13.7,20.6,-, , , , 
21,15.4,19,10.1,1015.4,75,0,9.8,11.3,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,,o, , , 
25,11.9,17,5.9,1020.5,68,3.05,12.7,13.9,25.9,-, , , , 
26,14.5,22,8.5,1017.9,70,0,13.7,13.5,20.6,-, , , , 
27,15.3,20,9.7,1019,72,0,10.6,16.1,29.4,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,16.6,28,9.6,1021.4,56,0,15,18.1,37,-, , , , 
1,15.1,21,8.6,1017.2,70,0,10.8,13.5,20.6,-,o, , , 
2,14.8,21,8.6,1018.1,64,0,10.6,13.1,24.1,-, , , , 
3,12.4,17,7.3,1020.5,81,6.1,8.7,12.8,22.2,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, , , 
7,14.7,18.2,10.7,1017,79,13.97,8.4,12,16.5,-,o, , , 
8,15.7,18,12.9,1020.2,83,0.51,9,11.9,22.2,-,o, , , 
9,16.7,19.2,14,1023,83,0,7.7,11.7,18.7,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,16.7,23,10.5,1018.1,69,0,16.3,13.7,22.2,-, , , , 
14,18.1,25,13,1017.3,66,0,12.1,12,22.2,-, , , , 
15,17.3,22,11.5,1017.9,78,0,10.8,9.8,18.7,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,17.6,19.2,14.3,1017.7,72,0,10.5,14.1,20.6,-, , , , 
20,16.2,17.5,15,1021.3,64,0,10.8,16.1,22.2,-, , , , 
21,15.3,19,11.4,1024.8,72,0,11.4,14.8,24.1,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,16.8,22,11.5,1011.7,78,0,10.3,12.6,22.2,-, , , , 
26,19.1,23,14.1,1009.2,70,-,8.9,12.8,18.7,-,o, ,o, 
27,20.1,26,16.6,1010,75,3.05,8,13.5,29.4,-,o, ,o, 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,17.9,22.5,13.2,1017.8,78,0,10.3,14.4,24.1,-, , , , 
2,16.6,20,12.4,1020.1,77,0,10.3,10.7,16.5,-, , , , 
3,16.7,21,11.6,1016.7,81,0,9.8,11.3,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,17.3,21.2,12.7,1019.2,77,0,14.5,10.7,16.5,-, , , , 
8,16.9,22.5,11,1018.1,74,0,14.6,12,16.5,-, , , , 
9,18.3,24,10.8,1011.4,65,0,15.4,11.9,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,19.4,25,14.5,1018.3,72,0,16.4,13.5,22.2,-, , , , 
14,19,23,13.8,1023.2,75,0,13.5,10.9,18.7,-, , , , 
15,19.3,23,14.1,1026.1,78,0,11.6,10.4,14.8,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,20.5,24.2,16,1018.5,78,0,8.7,10.4,18.3,-, , , , 
20,20,23,15,1022.7,79,0,8.7,13,16.5,-, , , , 
21,18.3,23,11.8,1021.4,73,0,17.5,11.7,16.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , ,o, 
24,,,,,,,,,,, , , , 
25,20.7,24,16,1015,84,0,8.5,9.8,14.8,-, , , , 
26,21.7,25,16.4,1013.3,78,0,10.1,10.6,16.5,-, , ,o, 
27,22.4,25,19,1013.9,79,0,10.5,10.7,22.2,-, , ,o, 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,,o, , , 
31,21.1,24.7,16.6,1017.7,84,0,7.2,9.8,20.6,-, , ,o, 
1,21.4,24.5,17.5,1018.5,86,-,7.7,9.3,16.5,-,o, ,o, 
2,23.2,27,19,1016.9,78,4.06,10.8,10.6,25.9,-, , ,o, 
3,22.6,27,17,1014.7,76,0,9,10.7,24.1,-,o, ,o, 
4,,,,,,,,,,,o, ,o, 
5,,,,,,,,,,,o, ,o, 
6,,,,,,,,,,, , , , 
7,20.8,24.2,15.1,1019.6,82,0,13,10.4,18.7,-, , , , 
8,21.3,24.2,16.3,1016.7,83,0,14,10.4,16.5,-, , , , 
9,22.6,26,17.8,1013.6,84,0,8.9,10.9,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,25.1,31,17.7,1011.8,65,0,10.5,11.9,22.2,-, , , , 
14,25.9,35,20,1012.2,69,0,10.9,17.4,29.4,-, , , , 
15,23,27.5,18.9,1014.9,82,0,6.8,11.1,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,24.9,28.2,20,1016.2,79,0,8.2,10.4,18.7,-, , , , 
20,25.3,30,20.5,1016.2,79,0,8.5,13,25.9,-, , , , 
21,24.9,28.1,20.5,1015.5,83,0,7.7,10.6,25.9,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,25.2,30,19,1014.8,76,0,14.5,13,20.6,-, , , , 
26,29.2,40,22.4,1010,57,0,9.8,20.9,42.4,-, , , , 
27,27.8,32,22.6,1010.3,77,2.03,7.9,8.5,16.5,-,o, ,o, 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , ,o, 
1,22.7,27,18,1018.4,72,0,10.1,11.5,18.7,-, , , , 
2,22.3,27,17,1021.8,72,0,11.9,11.7,20.6,-, , , , 
3,22.9,27,16.9,1022.1,76,0,11.9,12.6,18.7,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,26.9,35,21.4,1015.1,59,0,13.5,10.2,18.3,-, , , , 
8,25.7,30,21.1,1014.8,61,0,7.1,14.8,25.9,-, , , , 
9,25.6,30,20.9,1014.7,62,0,12.6,11.5,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,26.5,31,21.7,1016.8,81,0,6.9,10.2,18.3,-, , , , 
14,26.6,30,22,1016,78,0,9.5,9.8,14.8,-, , , , 
15,26,29.1,21.9,1016.8,78,0,9.3,10,16.5,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,28,30,23.2,1012.7,70,0,9.8,12.2,22.2,-, , ,o, 
20,27.4,30,23,1011.2,73,0,6.9,14.8,33.5,-, , , , 
21,25.9,29.2,21.4,1011.1,80,0,7.6,9.8,33.5,-, , ,o, 
22,,,,,,,,,,, , ,o, 
23,,,,,,,,,,,o, ,o, 
24,,,,,,,,,,, , , , 
25,25.9,30,21.6,1014.1,81,0,8.9,12.2,20.6,-, , , , 
26,26.1,29,21.6,1014.1,71,0,11.9,11.1,18.3,-, , , , 
27,24.9,29,20,1015.7,77,0,17.2,11.3,18.3,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,31.7,40,23.8,1009.1,49,0,7.9,12.4,24.1,-, , , , 
1,33.5,38,29,1012.6,52,0,7.7,7.8,18.3,-, , , , 
2,31.7,39,27.6,1016.4,55,0,6.8,8.1,16.5,-, , , , 
3,31.6,42,27,1014.9,52,0,7.1,11.1,29.4,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,28.8,32,23.9,1014.3,81,0,8.7,7,16.5,-, , , , 
8,32.3,40,25.3,1011.3,51,0,11.3,15.2,27.8,-, , ,o, 
9,28.7,32,24.2,1012.9,77,0,6.8,5.4,14.8,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,24.6,28.2,20.9,1017.5,73,0,8.7,9.1,18.3,-, , , , 
14,25.2,29,20.5,1015.7,77,0,8.5,10.4,22.2,-, , ,o, 
15,28.6,33,23.8,1016.1,66,0,8.2,12,18.7,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,27.2,31,23.5,1015.5,80,0,10,11.5,18.7,-, , , , 
20,26.9,30.1,23,1018.6,75,0,10,11.7,16.5,-, , , , 
21,25,29,20,1018.5,69,0,14.2,10.4,16.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,26.7,30.5,22.6,1015.1,72,0,10.3,14.1,25.9,-, , , , 
26,27.4,32,22.6,1014.7,75,0,7.4,11.1,20.6,-, , ,o, 
27,29.3,35.1,24.4,1013.5,60,0,9.5,12.2,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,26.6,29,23.2,1014.7,80,0,8.7,9.4,18.7,-, , , , 
1,27.1,30.2,23,1014.4,81,0,7.9,13.9,22.2,-, , , , 
2,25.6,28.2,23,1018.2,72,0.25,8.7,12.2,20.6,-,o, , , 
3,23.8,28,18.6,1017,67,0.25,12.6,13.3,20.6,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,25.6,28,22.4,1015.6,75,0,10.6,11.9,20.6,-, , , , 
8,24.3,28,20,1014.6,74,0,10.9,11.5,16.5,-, , , , 
9,26.5,36,19.9,1007.4,50,0,12.2,17.8,35.2,-, , , , 
10,,,,,,,,,,,o, ,o, 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,22.9,28,17.8,1021.6,77,0,9.3,12.8,20.6,-, , , , 
14,24.1,29,18.9,1016.5,73,0,14.3,12.4,22.2,-, , , , 
15,24.1,28,17.4,1011.2,66,0,15,11.5,18.7,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,21.8,26,18,1019.7,70,0,12.6,11.1,16.5,-, , , , 
20,20.7,26,16.6,1020.6,67,0,12.2,12.2,16.5,-, , , , 
21,21.3,26.1,15,1017.5,70,0,13.2,11.5,18.3,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , ,o, 
24,,,,,,,,,,,o, , , 
25,21.4,28,16.6,1018.7,66,0,14.3,14.6,24.1,-, , , , 
26,21.9,27,16.5,1017.7,62,0,10,14.1,25.9,-, , , , 
27,22.3,27,17.7,1020.4,76,0,9.8,12,20.6,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,21.9,26,19,1019.5,78,0,9.7,9.8,14.8,-, , , , 
2,21.2,24,18.7,1020.7,80,0,9,9.1,16.5,-,o, , , 
3,20.5,25,17,1020.3,82,3.05,10,11.7,22.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,20.3,25,16,1020,78,3.05,9.5,10,16.5,-,o, , , 
8,18.7,24,13,1020.5,75,0,12.7,11.9,20.6,-, , , , 
9,19.3,25,13.5,1019.7,73,0,12.6,13.3,20.6,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,19.1,25,11.8,1026.2,73,0,15.6,14.3,27.8,-, , , , 
14,19,25,13,1025.7,67,0,16.3,14.6,27.8,-, , , , 
15,18.9,25,12.8,1025.4,73,0,11.3,12.6,20.6,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,20.8,29.3,15,1012.5,61,0,9.2,11.7,20.6,-,o, , , 
20,18.8,23,13.7,1016.8,70,9.91,11.1,11.9,31.7,-, , , , 
21,17.6,20,15.6,-,84,0,10,12.4,20.6,-, , , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,,o, , , 
25,19.2,25,15,1025.1,80,1.02,10.8,12,20.6,-,o, , , 
26,17.5,24,12,1026.8,81,0.25,16.3,12.8,20.6,-, , , , 
27,17.3,24,12.4,1024.7,81,0,16.7,16.5,29.4,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,, , , , 
31,18.2,23,12.6,1019,77,0,8.9,11.9,25.9,-, , , , 
1,19.3,23,16.5,1021.5,77,0,9.2,11.9,18.3,-, , , , 
2,17.8,24,13,1019.4,78,0,12.1,13.9,22.2,-, , , , 
3,22.4,32,15.8,1014.7,42,0,17.5,20.6,38.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,,o, , , 
7,13.1,18,9.6,1017.4,75,45.97,10,14.4,29.4,-,o, , , 
8,14.1,22,9,1020.3,68,0,11.4,15.6,31.7,-, , , , 
9,13.1,19,9,1019.1,75,0,11.3,19.4,31.7,-,o, , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,,o, ,o, 
12,,,,,,,,,,, , , , 
13,12.4,17,9,1012,86,0,7.2,16.1,40.7,64.8,o, , , 
14,11.8,14.2,8.7,1014.4,80,13.97,6.8,19.1,31.7,51.9,o, ,o, 
15,12.8,16,9,1018.1,78,44.96,7.4,17.6,29.4,-,o, ,o, 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,13.1,20,9,1021.8,76,0,11.4,15.9,29.4,-, , , , 
20,12,22,7,1023.8,68,0,13.2,17.6,31.7,-, , , , 
21,12.7,22,8,1022.5,65,0,16.9,16.5,25.9,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,15.1,22,10.9,1020.3,49,0,14.3,22.2,35.2,-, , , , 
26,12.9,16.7,11.9,1024.8,82,3.05,6.3,13.7,24.1,-,o, , , 
27,11.9,18,8,1028.5,84,0.51,8.7,11.5,20.6,-,o, , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,,o, , , 
1,11.3,15,9,1013.5,80,48.01,8,15.7,33.5,-,o, ,o, 
2,7.8,10.2,6,1015,84,9.91,6.8,20,35.2,-,o, ,o, 
3,7.7,10,5.4,1023.3,90,20.07,7.6,20.9,31.7,-,o, , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,9.6,17,5,1032.1,69,0,12.7,18.7,27.8,-, , , , 
8,9.6,17,4.9,1027.1,69,0,17.5,18.3,29.4,-, , , , 
9,11.4,15,6,1022.4,71,0.51,10,15.9,29.4,-,o, , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,12.6,18,8,1025.4,75,0.51,10.3,11.9,22.2,-, , , , 
14,10.8,19,6,1022.2,62,0,11.3,15,31.7,-, , , , 
15,15,21,8.8,1012.5,62,0,12.1,13.9,37,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,,o, , , 
19,10.1,15,8,1025.3,82,3.05,8.9,11.3,18.3,-,o, , , 
20,9.8,14,7,1027.2,84,3.05,8,16.9,25.9,-,o, , , 
21,10.8,12.2,7,1029.9,71,29.97,8.4,20.9,37,57.6,o, , , 
22,,,,,,,,,,,o, , , 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,, , , , 
25,11.4,20,6.8,1027.7,73,0,12.9,15,27.8,-, , , , 
26,12.1,18,7.1,1021.7,68,0,11.3,16.5,31.7,-, , , , 
27,13.6,16,11,1009.7,73,10.92,9.7,19.1,35.2,53.5,o, , , 
28,,,,,,,,,,,o, ,o, 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,, , , , 
31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,15.2,20,9,1028.2,58,0,10.8,14.8,29.4,48.2, , , , 
2,14.2,21,8.6,1028,57,0,12.7,11.7,22.2,-, , , , 
3,13.6,21,8.6,1027.9,67,0,11.9,15,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,14.1,17,11,1004.4,77,0,8.4,10.2,18.3,-, , , , 
8,11.3,16,8.7,1010.8,78,1.02,11.6,12,27.8,-,o, , , 
9,10.7,16.5,6.5,1020.8,66,0,16.9,14.4,22.2,-, , , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,,o, ,o, 
12,,,,,,,,,,,o, , , 
13,9.7,15,5.7,1022.2,78,12.95,10.3,14.4,20.6,-,o, , , 
14,11.5,16,7,1019.4,68,0,13.2,16.3,20.6,-, , , , 
15,10.5,16.7,5.3,1023.6,83,0,13.7,13,20.6,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,13.4,18.2,8,1017.5,82,0,11.3,14.3,22.2,-, , , , 
20,12.5,16,8.5,1022.3,85,9.91,7.6,9.8,16.5,-,o, , , 
21,12.9,20.7,7.5,1022.8,71,5.08,12.6,12.8,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,13.6,20.5,8.6,1022.5,64,0,15,18.7,33.5,-, , , , 
26,14.5,17.1,11,1018.6,71,0,10.5,15.6,33.5,-,o, , , 
27,9.7,11,7.7,1023.2,73,0.51,9.3,16.3,18.7,-,o, , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,11.4,18.2,6.6,1024.1,73,0,12.6,17.2,27.8,-, , , , 
1,15.4,21.5,9,1012.7,59,0,9,17.8,31.7,-, , , , 
2,14.7,20.2,8,1003.9,53,0,9.3,24.1,46.5,77.8, , , , 
3,8.7,13,6.5,1014.5,80,18.03,9.2,15.7,27.8,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,,o, , , 
7,10.7,14.1,4.9,1011.7,72,3.05,10.6,16.5,27.8,-, , , , 
8,9.6,14.4,4.6,1017.2,83,0,11.4,11.1,16.5,-, , , , 
9,8.7,12.5,5.9,1016.7,82,0,11.4,9.4,16.5,-, , , , 
10,,,,,,,,,,,o, , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,,o, , , 
13,10.9,15,7,1019.6,76,24.89,12.2,11.9,18.3,-,o, , , 
14,11.6,17.5,6,1019.8,65,1.02,13.7,16.9,25.9,-, , , , 
15,12.3,17.5,7.5,1024.6,79,0,11.7,11.9,14.8,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,,o, , , 
18,,,,,,,,,,,o, , , 
19,10.8,15,8,1017.2,84,11.94,9.3,9.1,13,-, , , , 
20,11.2,16.7,5.9,1012.8,78,0.76,9.8,16.5,20.6,-,o, , , 
21,10.9,13,8,1006.2,89,5.08,7.6,12.2,25.9,-,o, , , 
22,,,,,,,,,,,o, ,o, 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,10.9,16,6.8,1010.9,75,0,11.9,10,16.5,-, , , , 
26,10.8,17.4,5.6,1007.7,74,0,15,16.1,31.7,-, , , , 
27,9.1,16,5.6,1006,92,0.25,7.4,14.3,22.2,-,o, , , 
28,,,,,,,,,,, , , , 
1,19.1,24.1,11.4,999.2,51,0,6,12.4,25.9,-, , , , 
2,16.8,21,13.2,1005.4,68,0,13.7,12.6,22.2,-, , , , 
3,17.2,24,12.5,1005.5,64,0,13.7,15,20.6,-, , , , 
4,,,,,,,,,,,o, , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,, , , , 
7,13.1,17.2,9.7,1009.8,83,1.02,9.5,9.4,20.6,-,o, , , 
8,13.2,19.8,7.8,1013.3,83,2.03,10.6,17.6,37,-,o, , , 
9,16.3,21,11.3,1016.3,84,2.03,15,9.4,14.8,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,,o, , , 
12,,,,,,,,,,, , , , 
13,13.9,20.5,9,1018.8,72,0,12.2,11.1,27.8,-, , , , 
14,16.3,19.6,11.8,1014.4,80,0.25,14.3,12.2,16.5,-, , , , 
15,16.5,18.1,14.4,1007,81,0,9.2,16.9,25.9,-, , , , 
16,,,,,,,,,,,o, , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,,o, , , 
19,14.1,19,6.9,1009.5,69,3.05,14.2,15.2,24.1,-, , , , 
20,12.4,15,8.3,1008.1,69,5.08,9.8,21.3,38.9,59.4,o, , , 
21,7.8,10.4,6.6,1016,86,2.03,6.3,16.1,31.7,-,o, , , 
22,,,,,,,,,,,o, ,o, 
23,,,,,,,,,,,o, , , 
24,,,,,,,,,,,o, ,o, 
25,9.6,10.6,7.1,1003.2,91,24.89,5.3,22,37,63,o, , , 
26,10.5,13.3,8,1016.4,84,60.96,7.7,11.5,20.6,-,o, , , 
27,12.3,18.4,6.5,1022.9,74,9.91,12.6,14.1,20.6,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,,o, , , 
31,15.1,18.5,9.8,1013,54,1.02,11.1,20.4,37,50, , , , 
1,12.7,18.6,7.3,1019.1,65,0,16.3,15.7,29.4,-, , , , 
2,16.6,21.4,9.1,1011.4,56,0,12.6,18,35.2,-, , , , 
3,19.1,22.8,16.2,1012.1,63,0,7.4,21.1,31.7,-,o, , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,21.1,24.5,15.8,1006.8,49,0,15.9,17,31.7,-, , , , 
8,14.2,16.2,11,1009.7,85,0,8.9,8.3,13,-,o, , , 
9,14.5,22,8.8,1013,70,6.1,15.6,15.9,24.1,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,14.3,18.8,9.4,1009.9,77,0,13.7,13,22.2,-,o, , , 
14,13.4,14,12.5,1006.6,93,3.05,5.8,10.6,18.3,-,o, , , 
15,15.6,17.4,12.5,1012.7,83,22.1,6.6,12,16.5,-,o, , , 
16,,,,,,,,,,, , ,o, 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,15.8,19.2,9.5,1022.3,85,0,9.7,11.3,16.5,-, , ,o, 
20,16.2,20.2,10.6,1019.5,84,0,13.2,12,18.3,-, , , , 
21,17,21.2,12.6,1018,86,0,9.5,11.3,16.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,19.8,22,16.5,1013.8,81,0,8.9,11.9,25.9,63,o, , , 
26,18.2,19.7,17,1011.9,90,3.05,5.8,8.1,11.1,-,o, ,o, 
27,18.3,20,15.9,1013.5,82,0,8,8.9,14.8,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,,o, , , 
30,,,,,,,,,,,o, , , 
1,12.2,13.2,10.5,1012.7,93,35.05,5.8,7.4,13,-,o, , , 
2,13.6,18.6,11.1,1011.4,74,14.99,10.3,16.7,25.9,-,o, ,o, 
3,15.1,20.4,8.5,1010.7,71,11.94,15,14.6,20.6,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,,o, , , 
6,,,,,,,,,,,o, , , 
7,15.7,19.3,11.6,1014.5,88,0,6.4,8.7,13,-, , , , 
8,16.9,18.2,14.6,1011.8,89,0,6.6,7,9.4,-,o, , , 
9,17.1,20.4,12.5,1011.6,80,0,16.9,8.1,18.3,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , ,o, 
12,,,,,,,,,,, , , , 
13,18.8,24.2,14,1016.6,75,0,8.2,13.1,20.6,-, , , , 
