Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
15,29.4,36.2,21,1013.6,23,0,10,10.6,14.8,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,26.9,34,20,1011.5,22,0,8,22.2,38.9,-, , , , 
20,27.3,35,20,1010.2,24,0,9.8,12.2,22.2,-, , , , 
21,28,36.2,19.3,1010.4,21,0,10,13.7,27.8,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,20.5,28,12.8,1019,20,0,10,16.7,27.8,-, , , , 
26,20.9,29,12,1018.7,27,0,10,14.4,20.6,-, , , , 
27,22,30,12,1016.5,23,0,10,13.5,20.6,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,21.9,30,13.9,1020,28,0,10,17.6,29.4,-, , , , 
1,21.8,29,13,1018.6,29,0,10,16.1,29.4,-, , , , 
2,23.2,29.5,14.4,1016.1,35,0,10,14.4,22.2,-, , , , 
3,24.1,32,15.8,1015.2,35,0,10,8.3,16.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,18.3,26,12,1013.7,32,0,10,18.9,33.5,-, , , , 
8,19.3,28,10.5,1013.3,26,0,10,16.7,20.6,-, , , , 
9,18.4,25,14,1017.5,27,0,7.9,25.9,40.7,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,18.2,26.5,9.4,1015.8,35,0,10,9.1,18.7,-, , , , 
14,20.3,29,11.2,1013.9,27,0,9,17.6,27.8,-, , , , 
15,22.3,30,15.5,1007.3,24,0,6.8,28,51.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,14.1,23,4.4,1016.7,25,0,10,11.7,18.3,-, , , , 
20,15.2,24.2,5.5,1015.5,29,0,10,10.9,22.2,-, , , , 
21,16.4,26,7,1015.4,25,0,10,11.7,18.7,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,17.9,26,11.5,1017.3,32,0,10,15.6,25.9,-, , , , 
26,17.6,25.2,9,1017.7,33,0,10,9.4,14.8,-, , , , 
27,18.8,26,9.8,1016.6,30,0,10,11.3,18.7,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,16.4,25,8,1015,33,0,10,12.4,16.5,-, , , , 
2,17.4,28,7.5,1009.9,32,0,8.5,21.7,40.7,-, , , , 
3,16.4,23,11,1008.7,39,0,8.5,23.5,51.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,15.4,22,9,1016.3,37,0,10,13,22.2,-, , , , 
8,13.9,21,6.5,1020.9,39,0,10,16.1,29.4,-, , , , 
9,13.5,21.2,8,1023.7,45,0,10,19.3,29.4,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,14.7,23.5,5.4,1021.5,35,0,10,12.2,18.7,-, , , , 
14,15.9,25,7,1020.3,35,0,10,5.7,9.4,-, , , , 
15,16.7,25,7.8,1019,36,0,10,8.7,14.8,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,12.8,21.2,4,1023.5,36,0,10,11.9,20.6,-, , , , 
20,13.7,22,4.7,1022,37,0,10,10.9,14.8,-, , , , 
21,14.7,23,6,1021.5,32,0,10,9.4,11.1,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,15,24,6,1023.1,43,0,9.3,17.2,29.4,-, , , , 
26,16.6,27,8,1020.7,35,0,10,17.2,25.9,-, , , , 
27,15.8,25,6.6,1020.9,31,0,10,17,27.8,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,9.8,16,2.8,1028,41,0,10,20,29.4,-, , , , 
1,8.4,16,1.4,1031.9,42,0,10,17.6,24.1,-, , , , 
2,9.3,18,1.7,1031.1,35,0,10,19.1,25.9,-, , , , 
3,9.3,18,2,1030.8,34,0,10,19.8,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,11.1,19.5,2.5,1023.5,37,0,8.9,25.6,48.2,-, , , , 
8,10.9,19,4,1023.4,40,0,10,20.9,29.4,-, , , , 
9,10.2,18,3,1022.1,37,0,10,17.8,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,9.6,17.2,3,1026,43,0,10,15,22.2,-, , , , 
14,10.6,18,3,1026,38,0,10,14.1,22.2,-, , , , 
15,10.6,17,4.5,1025.5,40,0,10,18.5,37,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,11.8,21,2.7,1020.6,35,0,10,12.6,29.4,-, , , , 
20,16.4,24,9,1008.6,25,0,6.1,34.6,55.4,-, , , , 
21,16.1,23,10,1012,30,0,7.4,21.1,38.9,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,16.6,25.2,8,1021.1,27,0,9,16.3,27.8,-, , , , 
26,16.8,25,10.7,1019.6,34,0,7.7,13.7,24.1,-, , , , 
27,14.2,23.2,6,1022.4,35,0,8.7,23.3,38.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,15.9,26,6.4,1022.5,24,0,10,16.9,29.4,-, , , , 
1,17,27,7,1022,23,0,10,17.4,22.2,-, , , , 
2,18.2,26.5,9,1024.1,27,0,9,23,38.9,-, , , , 
3,17.2,26,9,1026,32,0,8.7,23,35.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,14.4,23,6.5,1023.8,23,0,8.7,20.9,31.7,-, , , , 
8,14.1,23.5,3.8,1022.7,20,0,10,21.5,31.7,-, , , , 
9,15.7,25,5.4,1023.2,21,0,9.7,25.7,40.7,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,20.2,27,13,1020.6,22,0,10,10.7,18.7,-, , , , 
14,20.8,30,12,1020.1,23,0,10,11.5,16.5,-, , , , 
15,20.8,29,12,1020.9,22,0,9.8,23.2,35.2,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,17.9,27,9,1020,23,0,10,20.7,27.8,-, , , , 
20,18.4,27,10,1017.7,23,0,10,21.7,33.5,-, , , , 
21,19.4,28.2,8.8,1018.5,23,0,10,18.5,27.8,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,18.1,26,11,1020.4,28,0,10,18.7,29.4,-, , , , 
26,18.2,28,8.5,1018,21,0,10,13.1,20.6,-, , , , 
27,19.6,28.2,10,1019.6,15,0,10,14.3,29.4,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
1,22.1,31,13,1015.7,15,0,10,17.2,25.9,-, , , , 
2,22.5,31,11.4,1016.4,13,0,10,12,18.3,-, , , , 
3,23.1,32,14,1017.8,12,0,9.5,17.4,35.2,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,20.2,26,15,1014.6,21,0,5.1,34.3,48.2,-, , , , 
8,16.2,23.2,8.8,1021.4,24,0,9.8,22.2,33.5,-, , , , 
9,16,24,6.8,1022,25,0,10,20.4,31.7,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,21.2,29,13.5,1014.4,24,0,7.2,14.8,24.1,-, , , , 
14,24.6,33,17,1012.6,14,0,6.4,20.9,37,-, , , , 
15,24.8,33,16,1009.2,11,0,5.8,10.7,29.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,23.3,31,15,1007.1,17,0,7.9,22,35.2,-, , , , 
20,20.2,27,12,1006.9,23,0,8.2,24.1,42.4,-, , , , 
21,21.3,29,13.5,1009.4,26,0,8.4,8.7,20.6,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,18.5,25,10.4,1006.6,32,0,10,19.6,29.4,-, , , , 
26,20.3,27,11.8,1011.7,28,0,9.3,12.8,24.1,-, , , , 
27,22.8,31,13.6,1008.8,19,0,9,25.9,40.7,-, , , , 
28,,,,,,,,,,,o, , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,23.7,32,14.5,1009.8,17,0,9.5,23.9,40.7,-, , , , 
1,24.6,33,15.4,1010.2,14,0,10,17.8,31.7,-, , , , 
2,25.4,35,12.5,1006.6,12,0,8.4,23.7,51.9,-, , , , 
3,22.9,30,15.5,1006.7,17,0,6.9,28,57.6,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,26.2,34.2,15.3,1016.1,11,0,10,19.4,35.2,-, , , , 
8,26.4,36,15.7,1014.7,11,0,10,18.1,29.4,-, , , , 
9,28.7,36.2,18,1012.5,10,0,9.5,15.2,33.5,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,29.6,35,23.6,1006.4,10,0,8.5,28.5,48.2,-, , , , 
14,28.4,34,22.4,1010.6,16,0,8.4,22.6,35.2,-, , , , 
15,25.7,32,21,1014.4,41,0,9.7,13.9,31.7,-,o, , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,18.9,23,16,1011.5,70,11.94,8.2,23,35.2,-,o, ,o, 
20,21.8,28,13.8,1012.5,54,0,10,10.2,18.7,-, , , , 
21,25.1,33,15.8,1009,33,0,10,21.3,38.9,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,29,34,24,1005.8,18,0,4.8,23.9,42.4,-, , , , 
26,26.7,34,18.4,1008,19,0,9,16.3,38.9,-, , , , 
27,28.1,36,17.5,1009.6,17,0,10,14.4,29.4,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,30.3,35,25,1013.9,19,0,8.5,24.1,53.5,-, , , , 
2,30.1,38,21,1013.4,18,0,8.5,24.3,40.7,-, , , , 
3,31.1,40,19.5,1011.6,13,0,10,25.6,40.7,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,36,44.2,26,1006.8,8,0,8,11.9,18.7,-, , , , 
8,34.8,42,27.8,1008.5,10,0,6.4,18.7,53.5,-, , , , 
9,34.7,41,28.5,1007.7,15,0,7.2,10.9,22.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,29.6,35,22.6,1006.7,11,0,7.7,22.8,44.6,-, , , , 
14,27.2,34,20,1008.9,15,0,9.3,16.9,33.5,-, , , , 
15,26.1,32,18.5,1008.7,16,0,10,15.4,29.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,26.6,34,17.2,1015.2,18,0,10,17.8,29.4,-, , , , 
20,28.3,36,18.3,1013.1,16,0,10,20,33.5,-, , , , 
21,29.7,38,18.5,1011.8,13,0,10,15.4,27.8,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,31.4,39,24.4,1010.7,22,0,5.8,20,31.7,-, , ,o, 
26,34.2,41,25.8,1011.2,11,0,6,16.1,27.8,-, , , , 
27,35.7,42.2,28,1011,12,0,4.3,23.3,38.9,-, , , , 
28,,,,,,,,,,, , ,o, 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,35.7,44,25.6,1007.2,14,0,5.1,14.3,25.9,-, , , , 
1,36.8,44,29.2,1008.9,8,0,5,18.5,48.2,-, , , , 
2,36.7,44,27.8,1008.6,11,0,7.2,15,27.8,-, , , , 
3,38.2,44,31.4,1006.5,11,0,8.2,18.9,31.7,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,33.9,40,26.4,1011.6,20,0,6.1,24.3,48.2,-, , , , 
8,33.9,38,28,1009.9,19,0,5.1,21.3,37,-, , , , 
9,33.6,40,26.8,1008.6,15,0,9.2,12.8,24.1,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,34,41,26.3,1009.2,13,0,6.4,20.2,31.7,-, , , , 
14,35,44,23.6,1012,9,0,7.4,16.1,40.7,-, , , , 
15,35.4,44,24.1,1011.1,7,0,7.7,12.2,29.4,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,37.9,44,29.6,1009,8,0,8,11.5,27.8,-, , , , 
20,39.1,45,31.4,1011.2,8,0,8.2,11.7,25.9,-, , , , 
21,38.7,46,29.8,1010.9,9,0,7.1,23.5,44.6,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,37.1,45,27.7,1009.9,7,0,9.7,22.4,33.5,-, , , , 
26,37.8,46,28,1008.8,7,0,10,20.4,33.5,-, , , , 
27,38.4,46.5,27.5,1006.7,-,0,10,24.3,40.7,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,41.7,48,33.5,1008.4,-,0,7.4,20.9,31.7,-, , , , 
2,41.4,48,32,1008.4,-,0,7.6,22.6,42.4,-, , , , 
3,40.7,47.2,30,1007.8,-,0,8,10.4,18.7,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,36.7,44,28.6,1006.5,-,0,8.9,20.2,35.2,-, , , , 
8,35.6,42,27.5,1007.7,12,0,9.8,22.4,44.6,-, , , , 
9,37.3,46,26.6,1005.9,9,0,9.3,20.4,40.7,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,38,46,27.1,1006.5,6,0,10,15.6,31.7,-, , , , 
14,38.7,47,27.8,1003.2,-,0,8.9,23.9,46.5,-, , , , 
15,38.2,46.2,28.7,1004.1,11,0,6,18.5,38.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,40.3,47,33.2,1005.4,11,0,9.5,21.9,37,-, , , , 
20,39.2,45,31.5,1007.1,13,0,8.5,19.4,25.9,-, , , , 
21,38.2,45.2,29,1008.2,13,0,8.7,34.6,46.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,38.7,45,29.6,1005.5,12,0,10,16.9,29.4,-, , , , 
26,36.9,45,27.6,1007.8,11,0,8.5,25.4,46.5,-, , , , 
27,36.3,45,27,1008.9,11,0,8.9,23.9,44.6,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,36.1,43,27,1008.6,14,0,10,24.1,40.7,-, , , , 
1,37.7,44,29,1009,12,0,9.7,26.7,44.6,-, , , , 
2,36.8,45.2,27,1008.9,10,0,10,22,37,-, , , , 
3,36.6,45.5,27.6,1006.7,12,0,10,13.3,27.8,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,39.2,45,32.4,1008.5,17,0,6.1,16.9,44.6,-, , , , 
8,37.6,44.2,29,1009.8,17,0,9.2,21.3,31.7,-, , , , 
9,36,42,28,1009.1,18,0,10,19.4,35.2,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,39.1,44,33,1009.1,20,0,4,8.9,22.2,-, , , , 
14,38.8,45.1,30.8,1007.7,16,0,8.2,14.4,24.1,-, , , , 
15,38.6,46,30.5,1006,12,0,10,17.8,24.1,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,39.2,46,32.2,1005,16,0,7.2,15.2,25.9,-, , , , 
20,38.9,46,30.5,1006.1,12,0,9.7,11.3,24.1,-, , , , 
21,40.1,47,30.8,1007.4,9,0,10,18.7,31.7,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,38.3,46.3,29,1008.3,12,0,10,16.1,40.7,-, , , , 
26,39.2,45,30.7,1009.8,11,0,10,14.1,29.4,-, , , , 
27,37.4,44.2,28.2,1009.6,14,0,10,17.6,27.8,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,35.4,42,27.6,1010,32,0,6.6,15.7,33.5,-, , , , 
1,35.7,40,31.6,1008.5,31,0,5.1,18.7,38.9,-, , , , 
2,35.3,42,29,1006.2,30,0,6.4,15.6,37,-, , , , 
3,33.9,41,28.6,1009.4,30,0,5.8,31.5,44.6,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,33.8,41,26,1008.4,22,0,10,21.9,29.4,-, , , , 
8,34.4,42.1,23,1010.1,21,0,10,15.7,33.5,-, , , , 
9,36.4,45,27.5,1011.2,16,0,9.8,15.7,40.7,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,37.6,44.5,28.5,1010.2,14,0,10,20,37,-, , , , 
14,36.4,44.2,27,1011.7,18,0,10,20.6,31.7,-, , , , 
15,34.9,41,27.8,1012.3,19,0,10,22,31.7,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,32.9,41.2,23.5,1013,18,0,10,9.8,14.8,-, , , , 
20,34.9,43.2,25.5,1010.9,16,0,10,13,18.3,-, , , , 
21,35.6,44,26.6,1009.6,14,0,10,12.2,27.8,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,36.1,45,28,1011.6,11,0,10,13.1,24.1,-, , , , 
26,34.7,42.2,26.3,1008.4,15,0,7.6,25.2,46.5,-, , , , 
27,34.4,43,26,1004.7,21,0,10,17.8,29.4,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,34.6,42.2,26.4,1003.2,14,0,10,12.2,27.8,-, , , , 
3,32.9,41.2,23.8,1003.7,15,0,10,13.7,18.7,-, , , , 
4,32.7,40,25.7,1008.7,18,0,8.9,16.9,29.4,-, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,,,,,,,,,,, , , , 
8,26.4,34,19,1015.3,28,0,8.7,27.2,44.6,-, , , , 
9,27.9,36,19.5,1014.8,30,0,10,21.1,33.5,-, , , , 
10,29.1,36.2,22,1014.8,31,0,10,19.1,27.8,-, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,,,,,,,,,,, , , , 
14,29.9,38.2,20.8,1010.3,17,0,9,27.2,38.9,-, , , , 
15,30.4,38,23,1008.1,14,0,10,11.9,29.4,-, , , , 
16,24.6,34.1,14,1008,16,0,10,12.4,25.9,-, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,24.4,33,15,1014.9,32,0,8,23.2,29.4,-, , , , 
21,25.7,34,18,1012.7,29,0,9.2,14.3,20.6,-, , , , 
22,27,36.5,17.8,1013.8,25,0,10,9.6,18.3,-, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,,,,,,,,,,, , , , 
26,25.3,33,17.3,1014.7,31,0,10,14.4,22.2,-, , , , 
27,25.2,33,17,1014.1,27,0,10,23.2,35.2,-, , , , 
28,22.7,30,15.6,1017.1,28,0,10,22.4,33.5,-, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,,,,,,,,,,, , , , 
1,21.2,28,13.8,1017.6,25,0,10,22.2,37,-, , , , 
2,21.3,29.1,12.5,1016.9,26,0,10,15.4,37,-, , , , 
3,22.2,30,15,1017.3,22,0,9.3,11.7,25.9,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,25.9,35,18.8,1019,14,0,9.7,20,38.9,-, , , , 
8,24.5,33,17.6,1019.8,14,0,9.7,20.2,40.7,-, , , , 
9,24.5,32.2,18,1019.5,18,0,10,16.1,29.4,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,21.4,29,13,1021.1,23,0,10,11.5,20.6,-, , , , 
14,21.7,28,13.6,1021.9,22,0,10,14.1,29.4,-, , , , 
15,20.8,28,14,1021.6,22,0,10,16.9,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,18.3,24,11.8,1021,36,0,9.8,25.7,38.9,-, , , , 
20,17.1,23,9.6,1020.2,41,0,10,22.6,29.4,-, , , , 
21,16.9,24,10,1018.7,33,0,10,18.7,24.1,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,14.4,22,6.8,1019.6,-,0,10,17.2,29.4,-, , , , 
26,15.1,22.5,8.4,1012.9,40,0,10,12.2,25.9,-, , , , 
27,14.1,22,7,1008.8,39,0,9,18.1,42.8,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
1,15.1,24,6.7,1020.1,26,0,10,11.1,16.5,-, , , , 
2,16.9,24,10,1017.1,26,0,10,9.8,18.7,-, , , , 
3,17.8,26,9.8,1014.2,25,0,10,10.2,18.3,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,12.5,20,5,1020.6,19,0,10,15.7,27.8,-, , , , 
8,12.7,21,4,1021.6,23,0,10,10.6,16.5,-, , , , 
9,12.5,22,3.7,1020.4,23,0,9.8,8.9,14.8,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,18.4,26.5,10.5,1016,33,0,9.3,13.7,33.5,-, , , , 
14,17.7,25,11,1016,35,0,10,13,22.2,-, , , , 
15,16.3,25,10,1015.4,26,0,10,15,25.9,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,12.7,19.5,7,1018.1,50,0,8,17.4,25.9,-, , , , 
20,12.9,21,5,1021.2,45,0,9.2,16.9,29.4,-, , , , 
21,13.2,20.2,6,1023.7,47,0,10,18.1,33.5,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,14.7,23.5,6,1019.2,32,0,10,9.6,14.8,-, , , , 
26,14.4,22,7,1018.4,34,0,10,11.3,18.7,-, , , , 
27,12.3,19,5.6,1019.5,33,0,8.5,13.1,22.2,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,15.1,23.2,7.8,1014.5,25,0,9.3,15.7,25.9,-, , , , 
1,13.2,21.5,4,1013.1,27,0,9.2,13.3,20.6,-, , , , 
2,12.6,21,5,1013.9,24,0,10,10.2,18.3,-, , , , 
3,12.5,21,6,1014.2,22,0,10,12.4,18.7,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,21.7,29,15.6,1014,32,0,10,20.4,31.7,-, , , , 
8,23.6,31.6,17.4,1012.1,22,0,8.2,27.2,44.6,-, , , , 
9,21.1,27,16,1009.3,29,0,7.7,17.8,25.9,-, , , , 
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,, , , , 
13,12.3,19.1,6,1024.7,30,0,8.7,23.2,37,-, , , , 
14,8.9,16.1,1,1023.8,34,0,10,17.6,29.4,-, , , , 
15,9.5,18,1,1022.4,28,0,10,12.8,20.6,-, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , , 
18,,,,,,,,,,, , , , 
19,11.9,24,1,1024.1,20,0,10,17,29.4,-, , , , 
20,12.1,21,5,1022.6,20,0,10,14.8,22.2,-, , , , 
21,12.3,22.2,3.9,1022.7,19,0,10,14.3,22.2,-, , , , 
22,,,,,,,,,,, , , , 
23,,,,,,,,,,, , , , 
24,,,,,,,,,,, , , , 
25,17.9,27.2,8.6,1018,14,0,10,8.3,18.3,-, , , , 
26,17.4,26,9.8,1020.5,24,0,10,15.9,37,-, , , , 
27,17.2,24,10,1022.7,42,0,8.2,16.3,25.9,-, , , , 
28,,,,,,,,,,, , , , 
29,,,,,,,,,,, , , , 
30,,,,,,,,,,, , , , 
31,18.2,27,9.5,1015.9,25,0,10,11.1,20.6,-, , , , 
1,18.9,26,13.3,1017.4,29,0,7.1,10.4,22.2,-, , , , 
2,16.2,28,9.9,1019.2,30,0,8,8.1,18.7,-, , , , 
3,18.9,27.5,8.1,1019.2,19,0,8,12,16.5,-, , , , 
4,,,,,,,,,,, , , , 
5,,,,,,,,,,, , , , 
6,,,,,,,,,,, , , , 
7,14.7,21,8,1013.2,35,0,10,15,25.9,-, , , , 
8,15.1,23,7,1018.2,24,0,10,7,11.1,-, , , , 
9,15.9,25,7,1018.3,17,0,10,8.3,13,-, , , , 
10,,,,,,,,,,, , , , 
11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,,,,,,,,,,, , , , 
14,,,,,,,,,,, , , , 
15,15.9,22,10.7,1024.6,31,0,6,39.4,55.4,-, , , , 
16,12.8,21,5,1026.3,27,0,6.6,33.5,48.2,-, , , , 
17,13.3,22,3,1022.6,24,0,8.7,17,33.5,-, , , , 
18,,,,,,,,,,, , , , 
19,,,,,,,,,,, , , , 
20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,,,,,,,,,,, , , , 
22,20.6,24.2,16,1014.8,20,0,6,15.7,25.9,-, , , , 
23,14.3,20.1,8,1021.3,22,0,9.2,21.9,40.7,-, , , , 
24,13.8,19,9.6,1019.9,50,-,3.2,29.6,55.7,-,o, , , 
25,,,,,,,,,,, , , , 
26,,,,,,,,,,, , , , 
27,,,,,,,,,,, , , , 
28,19.4,28,9.8,1011.2,15,0,8.4,13.3,24.1,-, , , , 
1,20.4,29.1,11,1010.5,9,0,7.9,17,33.5,-, , , , 
